,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
4722,9,Parsons Divide,Lynda,Walker,21,Wife,Married,Female,University Student,None,None
4723,10,Parsons Divide,Dorothy,Price,42,Head,Married,Female,Biomedical engineer,None,Methodist
4724,10,Parsons Divide,Nicholas,Price,44,Husband,Married,Male,Tourism officer,None,Methodist
4725,10,Parsons Divide,Gerard,Price,11,Son,NA,Male,Student,None,NA
4726,11,Parsons Divide,Lucy,Blake,18,Head,Single,Female,University Student,None,Christian
4727,11,Parsons Divide,Georgia,Walton,21,None,Single,Female,University Student,None,None
4728,11,Parsons Divide,Frank,Watts,20,None,Single,Male,University Student,None,Christian
4729,12,Parsons Divide,Jayne,Fisher,27,Head,Married,Female,Pathologist,None,Christian
4730,12,Parsons Divide,Matthew,Fisher,27,Husband,Married,Male,"Geologist, wellsite",None,Christian
4731,12,Parsons Divide,Vincent,Atkins-Fisher,6,Son,NA,Male,Student,None,NA
4732,12,Parsons Divide,Georgia,Atkins-Fisher,5,Daughter,NA,Female,Student,None,NA
4733,12,Parsons Divide,Jake,Atkins-Fisher,5,Son,NA,Male,Student,None,NA
4734,13,Parsons Divide,Clare,Jones,29,Head,Single,Female,Unemployed,None,None
4735,13,Parsons Divide,Bradley,Jones,7,Son,NA,Male,Student,None,NA
4736,13,Parsons Divide,Joseph,Jones,7,Son,NA,Male,Student,None,NA
4737,13,Parsons Divide,Hugh,Jones,7,Son,NA,Male,Student,None,NA
4738,13,Parsons Divide,Valerie,Williams,56,Lodger,Single,Female,Camera operator,None,Christian
4739,1,George Villages,Ricky,Thompson,88,Head,Widowed,Male,"Retired Editor, film/video",None,Catholic
4740,2,George Villages,Paige,Davis,67,Head,Widowed,Female,Orthoptist,None,Christian
4741,2,George Villages,Lesley,Davis,33,Daughter,Divorced,Female,Call centre manager,None,None
4742,3,George Villages,Jake,Johnson,49,Head,Single,Male,Sales executive,None,Christian
4743,3,George Villages,Jordan,Johnson,14,Grandson,NA,Male,Student,None,NA
4744,4,George Villages,Lisa,Roberts,71,Head,Single,Female,Unemployed,None,None
4745,4,George Villages,Owen,Roberts,37,Son,Single,Male,"Teacher, early years/pre",None,None
4746,4,George Villages,Geraldine,Roberts,29,Daughter,Single,Female,Archaeologist,None,None
4747,5,George Villages,Andrea,Kaur,62,Head,Single,Female,Unemployed,None,Methodist
4748,5,George Villages,Steven,James,63,Partner,Single,Male,Surgeon,None,None
4749,6,George Villages,Rita,Smith,34,Head,Married,Female,Tree surgeon,None,Catholic
4750,6,George Villages,Stanley,Smith,37,Husband,Married,Male,Statistician,None,Catholic
4751,6,George Villages,Frederick,Smith,2,Son,NA,Male,Child,None,NA
4752,7,George Villages,Lindsey,Stokes,39,Head,Single,Female,Bonds trader,None,Christian
4753,7,George Villages,Jonathan,Hobbs,45,Partner,Single,Male,"Journalist, magazine",None,None
4754,7,George Villages,Benjamin,Stokes,9,Son,NA,Male,Student,None,NA
4755,7,George Villages,Tracy,Stokes,5,Daughter,NA,Female,Student,None,NA
4756,8,George Villages,Rachel,Cole,47,Head,Married,Female,Television camera operator,None,Christian
4757,8,George Villages,Leonard,Cole,45,Husband,Married,Male,Insurance claims handler,None,Christian
4758,8,George Villages,Gavin,Cole,16,Son,NA,Male,Student,None,NA
4759,9,George Villages,Claire,Harris,79,Head,Married,Female,"Retired Geneticist, molecular",None,Christian
4760,9,George Villages,John,Harris,86,Husband,Married,Male,Retired Interior and spatial designer,None,None
4761,9,George Villages,Callum,Harris,35,Son,Single,Male,Water engineer,None,None
4762,10,George Villages,Sally,Horton-Smith,47,Head,Married,Female,Careers adviser,None,Catholic
4763,10,George Villages,Trevor,Horton-Smith,51,Husband,Married,m,TEFL teacher,None,None
4764,10,George Villages,Connor,Horton-Smith,24,Son,Single,Male,Volunteer coordinator,None,None
4765,10,George Villages,Kayleigh,Horton-Smith,23,Daughter,Single,Female,"Editor, magazine features",None,Catholic
4766,10,George Villages,Margaret,Horton-Smith,21,Daughter,Single,Female,University Student,None,Catholic
4767,10,George Villages,Aimee,Horton-Smith,4,Daughter,NA,Female,Child,None,NA
4768,11,George Villages,Joan,Davies,53,Head,Married,Female,Local government officer,None,Christian
4769,11,George Villages,Victor,Davies,55,Husband,Married,Male,Theatre director,None,Christian
4770,11,George Villages,Derek,Davies,25,Son,Single,Male,Animal nutritionist,None,None
4771,11,George Villages,Ruth,Davies,17,Daughter,NA,Female,Student,None,NA
4772,1,Polarisclub Avenue,Joanna,Davies,39,Head,Married,Female,Television camera operator,None,Christian
4773,1,Polarisclub Avenue,Liam,Davies,44,Husband,Married,Male,"Engineer, drilling",None,Christian
4774,1,Polarisclub Avenue,Gareth,Davies,14,Son,NA,Male,Student,None,NA
4775,2,Polarisclub Avenue,Kate,Ward,96,Head,Widowed,Female,Retired Regulatory affairs officer,None,Christian
4776,3,Polarisclub Avenue,Alice,Humphreys,79,Head,Married,Female,"Retired Development worker, international aid",None,None
4777,3,Polarisclub Avenue,Alan,Humphreys,77,Husband,Married,Male,"Retired Scientist, research (maths)",None,None
4778,4,Polarisclub Avenue,Eric,Pritchard,30,Head,Single,Male,"Administrator, sports",None,Muslim
4779,4,Polarisclub Avenue,Caroline,Vincent,30,Partner,Single,Female,Printmaker,None,None
4780,5,Polarisclub Avenue,Gordon,Barker,85,Head,Married,Male,Retired Psychiatrist,None,Christian
4781,5,Polarisclub Avenue,Rosie,Barker,75,Wife,Married,Female,Retired Sports administrator,None,Christian
4782,6,Polarisclub Avenue,Carol,Cook,35,Head,Single,Female,Arboriculturist,None,Christian
4783,6,Polarisclub Avenue,Mathew,Walker,35,Partner,Single,Male,Passenger transport manager,None,None
4784,6,Polarisclub Avenue,Samuel,Cook,7,Son,NA,Male,Student,None,NA
4785,6,Polarisclub Avenue,Jill,Cook,4,Daughter,NA,Female,Child,None,NA
4786,7,Polarisclub Avenue,Frances,Butler-Pearson,54,Head,Married,Female,Materials engineer,None,Methodist
4787,7,Polarisclub Avenue,Bruce,Butler-Pearson,56,Husband,Married,Male,Secretary/administrator,None,Methodist
4788,8,Polarisclub Avenue,Rachel,Parker,56,Head,Married,Female,Set designer,None,Christian
4789,8,Polarisclub Avenue,Patrick,Parker,59,Husband,Married,Male,Consulting civil engineer,None,Christian
4790,8,Polarisclub Avenue,Ellie,Parker,25,Daughter,Widowed,Female,"Solicitor, Scotland",None,Christian
4791,8,Polarisclub Avenue,Anne,Parker,24,Daughter,Single,Female,Firefighter,None,Christian
4792,8,Polarisclub Avenue,Susan,Parker,3,Daughter,NA,Female,Child,None,NA
4793,9,Polarisclub Avenue,Dale,Sharp,49,Head,Single,Male,Community education officer,None,Catholic
4794,9,Polarisclub Avenue,Sean,Brookes,26,None,Single,Male,"Psychologist, prison and probation services",None,None
4795,9,Polarisclub Avenue,Ruth,Shah,52,None,Single,Female,"Designer, fashion/clothing",None,Christian
4796,9,Polarisclub Avenue,Gillian,Griffin,51,None,Single,Female,Catering manager,None,Methodist
4797,10,Polarisclub Avenue,Josephine,O'Brien,37,Head,Single,Female,Quantity surveyor,None,Methodist
4798,10,Polarisclub Avenue,Frances,O'Brien,8,Daughter,NA,Female,Student,None,NA
4799,11,Polarisclub Avenue,Ricky,Phillips,21,Head,Married,Male,University Student,None,None
4800,11,Polarisclub Avenue,Lisa,Phillips,19,Wife,Married,Female,"Psychologist, occupational",None,None
4801,12,Polarisclub Avenue,Brenda,Bennett,41,Head,Single,Female,Unemployed,None,None
4802,12,Polarisclub Avenue,Gillian,Bennett,10,Daughter,NA,Female,Student,None,NA
4803,12,Polarisclub Avenue,Thomas,Bennett,9,Son,NA,Male,Student,None,NA
4804,12,Polarisclub Avenue,Michael,Bennett,8,Son,NA,Male,Student,None,NA
4805,12,Polarisclub Avenue,Kathleen,Bennett,3,Daughter,NA,Female,Child,None,NA
4806,12,Polarisclub Avenue,Christian,Bennett,1,Son,NA,m,Child,None,NA
4807,13,Polarisclub Avenue,Olivia,Robinson,37,Head,Divorced,Female,Unemployed,None,None
4808,13,Polarisclub Avenue,Ashley,Robinson,11,Son,NA,Male,Student,None,NA
4809,13,Polarisclub Avenue,Kathryn,Robinson,11,Daughter,NA,Female,Student,None,NA
4810,13,Polarisclub Avenue,Wayne,Smith,29,Cousin,Single,Male,"Accountant, chartered public finance",None,None
4811,14,Polarisclub Avenue,Sandra,Burton,33,Head,Single,Female,Paediatric nurse,None,None
4812,14,Polarisclub Avenue,Debra,Morris,41,None,Single,Female,Hotel manager,None,None
4813,14,Polarisclub Avenue,Carole,Miller,39,None,Single,Female,"Nurse, children's",None, 
4814,14,Polarisclub Avenue,Adrian,Mellor,29,None,Single,Male,Management consultant,None,None
4815,15,Polarisclub Avenue,Sarah,Ahmed,35,Head,Single,Female,Geochemist,None,Catholic
4816,1,Holmes Points,Marian,Barker,40,Head,Single,Female,Unemployed,None,Christian
4817,1,Holmes Points,William,Barker,18,Son,Single,Male,Student,None,Christian
4818,1,Holmes Points,Jemma,Barker,15,Daughter,NA,Female,Student,None,NA
4819,1,Holmes Points,Leanne,Barker,14,Daughter,NA,Female,Student,None,NA
4820,1,Holmes Points,Yvonne,Barker,10,Daughter,NA,Female,Student,None,NA
4821,1,Holmes Points,Susan,Barker,7,Daughter,NA,Female,Student,None,NA
4822,1,Holmes Points,Gavin,Barker,5,Son,NA,Male,Student,None,NA
4823,1,Holmes Points,Michael,Barker,1,Son,NA,Male,Child,None,NA
4824,1,Holmes Points,Paige,Page,44,Lodger,Divorced,Female,"Programmer, applications",None,None
4825,1,Holmes Points,Denis,Simpson,62,Lodger,Single,Male,Prison officer,None,Methodist
4826,1,Holmes Points,Terry,Brown,39,Lodger,Single,Male,Media planner,None,Christian
4827,1,Holmes Points,Nicole,Hussain,58,Sibling,Divorced,Female,Television production assistant,None,None
4828,2,Holmes Points,Suzanne,Vaughan,46,Head,Single,Female,Technical sales engineer,None,Christian
4829,2,Holmes Points,Martyn,Vaughan,22,Step-Son,Divorced,Male,University Student,None,Christian
4830,2,Holmes Points,Louise,Vaughan,13,Step-Daughter,NA,Female,Student,Physical Disability,NA
4831,2,Holmes Points,Toby,Vaughan,12,Step-Son,NA,Male,Student,None,NA
4832,2,Holmes Points,Adam,Mills,9,Step-Son,NA,Male,Student,None,NA
4833,3,Holmes Points,Deborah,Power,63,Head,Married,Female,Consulting civil engineer,None,Methodist
4834,3,Holmes Points,Cameron,Power,63,Husband,Married,Male,"Engineer, electronics",None,Methodist
4835,3,Holmes Points,Mohammad,Power,22,Son,Single,Male,University Student,None,None
4836,3,Holmes Points,Jane,Power,20,Daughter,Divorced,Female,University Student,None,None
4837,3,Holmes Points,Lucy,Power,10,Daughter,NA,Female,Student,None,NA
4838,4,Holmes Points,Sophie,Smith,82,Head,Widowed,Female,Unemployed,None,None
4839,4,Holmes Points,Shirley,Smith,47,Daughter,Single,Female,"Civil engineer, consulting",None,None
4840,4,Holmes Points,Allan,Smith,44,Son,Divorced,Male,Newspaper journalist,None,None
4841,4,Holmes Points,Jodie,Smith,40,Daughter,Single,Female,Stage manager,None,None
4842,4,Holmes Points,Suzanne,Smith,38,Daughter,Single,Female,Counselling psychologist,None,None
4843,4,Holmes Points,Nicola,Smith,36,Daughter,Single,Female,Unemployed,None,None
4844,4,Holmes Points,Natalie,Holloway,34,Daughter,Single,Female,Equality and diversity officer,None,None
4845,4,Holmes Points,Rachael,Holloway,30,Daughter,Single,Female,Television production assistant,None,None
4846,4,Holmes Points,Joan,Holloway,28,Daughter,Single,Female,Consulting civil engineer,None,None
4847,4,Holmes Points,Shirley,Holloway,26,Daughter,Single,Female,"Copywriter, advertising",None,None
4848,5,Holmes Points,Kimberley,Brooks,28,Head,Single,Female,PhD Student,None,None
4849,5,Holmes Points,Joan,Wong,20,None,Single,Female,University Student,None,Muslim
4850,5,Holmes Points,Dorothy,Mellor,22,None,Single,Female,University Student,None,None
4851,5,Holmes Points,Samuel,Johnson,20,None,Single,Male,University Student,None,Sikh
4852,5,Holmes Points,Mitchell,Dawson,26,None,Single,Male,PhD Student,None,None
4853,6,Holmes Points,Mandy,Collins,26,Head,Single,Female,"Engineer, water",None,None
4854,6,Holmes Points,Leon,O'Neill,27,Partner,Single,Male,Data processing manager,None,None
4855,6,Holmes Points,Danny,Collins,9,Son,NA,Male,Student,None,NA
4856,6,Holmes Points,Mohammad,Collins,7,Son,NA,Male,Student,None,NA
4857,6,Holmes Points,Liam,Collins,3,Son,NA,Male,Child,None,NA
4858,7,Holmes Points,Bethany,Wilson,37,Head,Married,Female,Fitness centre manager,None,Catholic
4859,7,Holmes Points,Howard,Wilson,33,Husband,Married,Male,Industrial buyer,None,None
4860,7,Holmes Points,Mohammed,Wilson,0,Son,NA,Male,Child,None,NA
4861,7,Holmes Points,Jemma,Khan,46,Lodger,Single,Female,Unemployed,None,Christian
4862,7,Holmes Points,Andrew,Smith,40,Lodger,Single,Male,"Engineer, maintenance (IT)",None,Christian
4863,7,Holmes Points,Justin,Scott,62,Sibling,Single,Male,Unemployed,None,Christian
4864,7,Holmes Points,Gerald,Burgess,41,Lodger,Widowed,Male,Broadcast engineer,None,Catholic
4865,7,Holmes Points,Amanda,Conway,38,Lodger,Divorced,Female,"Surveyor, commercial/residential",None,Christian
4866,7,Holmes Points,Mitchell,Smith, ,Lodger,Divorced,Male,"Sales professional, IT",None,Methodist
4867,7,Holmes Points,Alexander,Clarke,44,Lodger,Single,Male,"Solicitor, Scotland",None,None
4868,7,Holmes Points,Bethan,Roberts,40,Visitor,Single,Female,Television production assistant,None,Catholic
4869,7,Holmes Points,Nicola,Greenwood,38,Lodger,Single,Female,"Scientist, marine",None,None
4870,7,Holmes Points,Jacob,Burgess,49,Lodger,Single,Male,"Journalist, newspaper",None,Muslim
4871,7,Holmes Points,Amanda,Rose,28,Lodger,Divorced,Female,"Teacher, music",None,None
4872,7,Holmes Points,Dennis,Adams,27,Lodger,Divorced,Male,English as a foreign language teacher,None,None
4873,8,Holmes Points,Katherine,Patel,37,Head,Married,Female,"Scientist, physiological",None,Christian
4874,8,Holmes Points,Mathew,Patel,43,Husband,Married,m,"Administrator, arts",None,Christian
4875,8,Holmes Points,Ross,Patel,17,Son,NA,Male,Student,None,NA
4876,8,Holmes Points,James,Patel,16,Son,NA,Male,Student,Blind,NA
4877,8,Holmes Points,Terence,Patel,14,Son,NA,Male,Student,None,NA
4878,8,Holmes Points,Joseph,Davidson,7,Son,NA,Male,Student,None,NA
4879,9,Holmes Points,Lucy,Woods,30,Head,Widowed,f,Tourist information centre manager,None,None
4880,9,Holmes Points,Paige,Woods,4,Step-Daughter,NA,Female,Child,None,NA
4881,9,Holmes Points,Darren,Woods,3,Step-Son,NA,Male,Child,None,NA
4882,9,Holmes Points,Paige,Johnston,61,Visitor,Single,Female,Unemployed,None,Christian
4883,9,Holmes Points,Angela,Richards,53,Lodger,Single,Female,Mining engineer,None,Christian
4884,9,Holmes Points,Joanna,Bibi,50,Lodger,Single,Female,Community education officer,None,Methodist
4885,9,Holmes Points,Molly,Marsden,61,Visitor,Single,Female,Network engineer,None,None
4886,9,Holmes Points,Lynda,Nicholson,39,Lodger,Single,Female,Warehouse manager,None,Christian
4887,9,Holmes Points,Kate,Gibson,29,Lodger,Single,Female,"Development worker, international aid",None,Muslim
4888,9,Holmes Points,Kevin,Miah,30,Cousin,Divorced,Male,Insurance broker,None,None
4889,10,Holmes Points,Melanie,Thomas,45,Head,Single,Female,Unemployed,None,Methodist
4890,10,Holmes Points,Louis,Thomas,11,Son,NA,Male,Student,None,NA
4891,10,Holmes Points,Sandra,Thomas,6,Daughter,NA,Female,Student,None,NA
4892,10,Holmes Points,Jamie,Thomas,6,Son,NA,Male,Student,None,NA
4893,10,Holmes Points,Barbara,Walton,25,Lodger,Single,Female,Graphic designer,None,Catholic
4894,10,Holmes Points,Henry,Mitchell,52,Lodger,Single,Male,Soil scientist,None,Christian
4895,10,Holmes Points,Dale,Phillips,54,Lodger,Divorced,Male,"Solicitor, Scotland",None,Christian
4896,10,Holmes Points,Joe,Welch,56,Lodger,Divorced,Male,Operations geologist,None,Catholic
4897,11,Holmes Points,Shannon,McKenzie,44,Head,Married,Female,Retail manager,None,Methodist
4898,11,Holmes Points,Steven,McKenzie,45,Husband,Married,Male,Primary school teacher,None,Methodist
4899,11,Holmes Points,Guy,Brown-McKenzie,15,Son,NA,Male,Student,None,NA
4900,11,Holmes Points,Max,Brown-McKenzie,15,Son,NA,Male,Student,None,NA
4901,12,Holmes Points,Ashleigh,Heath,91,Head,Married,F,Retired Sales executive,None,Christian
4902,12,Holmes Points,Jay,Heath,88,Husband,Married,Male,Retired Lawyer,None,None
4903,12,Holmes Points,Maurice,Heath,60,Son,Single,Male,"Loss adjuster, chartered",None,None
4904,12,Holmes Points,Josephine,Heath,53,Daughter,Single,Female,"Engineer, agricultural",None,None
4905,12,Holmes Points,Tina,Heath,50,Daughter,Divorced,Female,Holiday representative,None,Christian
4906,12,Holmes Points,Jill,Heath,46,Daughter,Single,Female,IT trainer,None,Christian
4907,12,Holmes Points,Irene,Heath,43,Daughter,Single,Female,Risk analyst,None,None
4908,12,Holmes Points,Marc,Heath,42,Son,Widowed,Male,Fast food restaurant manager,None,Christian
4909,12,Holmes Points,Damian,Heath,40,Son,Single,Male,Automotive engineer,None,None
4910,12,Holmes Points,Vincent,Heath,40,Son,Single,Male,Planning and development surveyor,None,None
4911,12,Holmes Points,Norman,Heath,38,Son,Divorced,Male,Research scientist (maths),None,Christian
4912,12,Holmes Points,Sarah,Heath,38,Daughter,Single,Female,"Psychologist, occupational",None,Christian
4913,12,Holmes Points,Melissa,Heath,34,Daughter,Single,Female,"Designer, jewellery",None,Christian
4914,12,Holmes Points,Sandra,Heath,34,Daughter,Single,Female,English as a foreign language teacher,None,Christian
4915,12,Holmes Points,Russell,Heath,34,Son,Single,Male,Information officer,None,Christian
4916,12,Holmes Points,Patrick,Heath,31,Son,Single,Male,Further education lecturer,None,Christian
4917,12,Holmes Points,Donald,Heath,24,Son,Single,Male,"Biochemist, clinical",None,Christian
4918,12,Holmes Points,Joyce,McCarthy-Heath,12,Daughter,NA,Female,Student,None,NA
4919,13,Holmes Points,Barbara,Giles,31,Head,Divorced,Female,Unemployed,None,Catholic
4920,13,Holmes Points,Jemma,Bryan,42,Sibling,Divorced,Female,"Therapist, horticultural",None,None
4921,13,Holmes Points,Carolyn,Martin,42,Visitor,Divorced,Female,"Horticulturist, amenity",None,Methodist
4922,13,Holmes Points,Bethany,Evans,18,Lodger,Single,Female,Student,None,NA
4923,13,Holmes Points,Sean,Robertson,22,Sibling,Divorced,Male,University Student,None,Christian
4924,13,Holmes Points,Amelia,Lee,46,Sibling,Divorced,Female,Advertising art director,None,None
4925,13,Holmes Points,Cameron,Brown,40,Visitor,Single,Male,Research scientist (medical),None,Christian
4926,13,Holmes Points,Scott,Williams,41,Lodger,Single,Male,Unemployed,None,Catholic
4927,13,Holmes Points,Graeme,Porter,63,Lodger,Single,Male,Scientific laboratory technician,None,None
4928,14,Holmes Points,Paige,Hall,42,Head,Married,Female,Wellsite geologist,None,None
4929,14,Holmes Points,Charlie,Hall,46,Husband,Married,Male,Clinical psychologist,None,None
4930,14,Holmes Points,Hannah,Hall,13,Daughter,NA,Female,Student,None,NA
4931,14,Holmes Points,Keith,Hall,11,Son,NA,Male,Student,None,NA
4932,14,Holmes Points,Irene,Hall,8,Daughter,NA,Female,Student,None,NA
4933,15,Holmes Points,Cheryl,Brown,58,Head,Married,Female,Furniture conservator/restorer,None,Christian
